source__target,mouse,marmoset,rhesus,human
BG_Accumbens__BG_Pallidum,1.147560351,0.884926742,1.159412576,0.285162144
OLF_Piriform__CIN_Anterior,1.153478369,1.077747257,0.749812563,0.704296916
BG_CaudoPutamen__THL_Thalamus,1.159412576,1.43955287,1.326437312,1.124046822
OCC_Medial__OLF_Anterior,1.165363144,1.345901595,0.842722268,0.679250484
THL_Hypothalamus__PAR,1.171330248,0.954878928,1.100779137,1.345901595
TEM_Superior__FRO_Premotor,1.177314061,1.269203029,1.256708385,1.425873141
OLF_Piriform__THL_Hypothalamus,1.183314764,1.560415271,0.911621616,0.832263736
OCC_Medial__THL_Hypothalamus,1.189332534,1.159412576,1.171330248,1.165363144
TEM_Hippocampus__TEM_Superior,1.195367555,2.203540027,1.538450418,2.158251661
OLF_Anterior__BG_Pallidum,1.201420012,0.869028914,0.674260619,0.483882037
FRO_Premotor__THL_Hypothalamus,1.207490092,1.141658354,1.244291418,1.118207253
TEM_Hippocampus__CIN_Anterior,1.213577983,1.731351098,1.129901754,1.772972793
INS_Posterior__TEM_Medial,1.219683878,1.358990787,1.43955287,1.159412576
THL_Hypothalamus__CIN_Posterior,1.22580797,0.847965083,0.976774497,1.262945892
OLF_Anterior__FRO_Premotor,1.231950458,1.620468057,0.806271099,0.565951046
FRO_Prefrontal__TEM_Medial,1.23811154,1.833265732,1.560415271,1.723162251
THL_Hypothalamus__BG_Pallidum,1.244291418,1.026738728,1.195367555,1.141658354
FRO_Prefrontal__BG_Accumbens,1.250490298,1.106573567,1.094999442,0.842722268
TEM_Medial__FRO_Premotor,1.256708385,1.481242943,1.30717042,1.083483652
INS_Posterior__FRO_Prefrontal,1.262945892,1.509605593,1.798512109,1.195367555
THL_Hypothalamus__TEM_Hippocampus,1.269203029,0.911621616,1.004409165,1.674925007
FRO_Premotor__OLF_Anterior,1.275480015,1.545739824,0.714362224,0.512709146
BG_CaudoPutamen__FRO_Precentral,1.281777067,1.250490298,1.201420012,1.009972689
OLF_Piriform__BG_CaudoPutamen,1.288094407,1.043620723,0.795933594,0.806271099
TEM_Superior__BG_Pallidum,1.29443226,1.009972689,1.339391155,1.868866973
TEM_Amygdala__THL_Thalamus,1.300790854,0.863748876,0.987792273,1.31999341
CIN_Posterior__INS_Posterior,1.30717042,1.378799298,1.523966228,1.474224877
THL_Hypothalamus__OCC_Lateral,1.313571193,0.795933594,0.954878928,1.300790854
TEM_Superior__TEM_Medial,1.31999341,2.07209357,1.488289692,2.443779804
TEM_Hippocampus__PAR,1.326437312,1.824499897,1.756185989,1.815786207
CIN_Anterior__THL_Hypothalamus,1.332903145,1.29443226,1.054941599,1.358990787
OCC_Lateral__INS_Posterior,1.339391155,1.31999341,1.453339347,1.352434719
THL_Thalamus__OLF_Anterior,1.345901595,1.516770658,0.938576021,0.714362224
CIN_Posterior__TEM_Amygdala,1.352434719,1.288094407,1.262945892,1.213577983
FRO_Prefrontal__THL_Hypothalamus,1.358990787,1.22580797,1.275480015,1.049274448
THL_Thalamus__THL_Hypothalamus,1.365570061,1.326437312,1.31999341,1.244291418
TEM_Superior__FRO_Precentral,1.372172808,1.300790854,1.597687221,1.731351098
TEM_Superior__FRO_Prefrontal,1.378799298,1.201420012,1.868866973,2.690446167
OCC_Lateral__TEM_Amygdala,1.385449807,1.23811154,1.502470655,1.177314061
FRO_Precentral__THL_Hypothalamus,1.392124612,1.083483652,1.300790854,1.089234331
TEM_Medial__BG_Pallidum,1.398823996,1.100779137,1.358990787,1.372172808
TEM_Medial__THL_Hypothalamus,1.405548248,1.037980285,1.392124612,0.993319083
TEM_Superior__CIN_Anterior,1.412297657,1.183314764,1.231950458,2.416204971
OLF_Anterior__CIN_Anterior,1.419072522,1.419072522,0.811452431,0.546527868
TEM_Hippocampus__BG_CaudoPutamen,1.425873141,1.698855255,1.553061305,2.180699292
TEM_Medial__FRO_Precentral,1.43269982,1.405548248,1.659173177,1.231950458
BG_CaudoPutamen__PAR,1.43955287,1.605245112,1.405548248,1.275480015
FRO_Premotor__TEM_Superior,1.446432606,1.372172808,1.73958424,2.051394611
TEM_Medial__FRO_Prefrontal,1.453339347,1.723162251,1.981331414,1.807123869
THL_Hypothalamus__OCC_Medial,1.460273418,0.949433508,1.043620723,1.682860864
INS_Posterior__CIN_Posterior,1.46723515,1.46723515,1.698855255,1.106573567
THL_Hypothalamus__BG_Accumbens,1.474224877,1.129901754,1.29443226,0.7194052
TEM_Medial__CIN_Anterior,1.481242943,1.690837424,1.269203029,1.635837074
FRO_Prefrontal__CIN_Posterior,1.488289692,1.981331414,1.877906038,1.628134062
TEM_Medial__TEM_Superior,1.495365476,2.545517094,1.905370651,1.923979446
TEM_Hippocampus__TEM_Amygdala,1.502470655,1.213577983,1.590164429,1.43269982
BG_Accumbens__BG_CaudoPutamen,1.509605593,1.30717042,1.446432606,0.417119131
CIN_Anterior__TEM_Superior,1.516770658,1.460273418,1.365570061,2.471989159
TEM_Superior__PAR,1.523966228,1.70691494,2.093115997,2.50086682
CIN_Anterior__OLF_Anterior,1.531192685,1.446432606,0.874318504,0.580568411
INS_Posterior__CIN_Anterior,1.538450418,1.474224877,1.281777067,1.13577221
INS_Posterior__TEM_Hippocampus,1.545739824,1.612838567,1.76455592,1.385449807
OLF_Anterior__BG_CaudoPutamen,1.553061305,1.281777067,0.853217058,0.639503869
FRO_Prefrontal__TEM_Hippocampus,1.560415271,2.125283453,1.933376539,2.192069512
INS_Posterior__OCC_Lateral,1.567802138,1.392124612,1.567802138,1.147560351
TEM_Superior__CIN_Posterior,1.575222331,1.177314061,1.747862319,2.311656886
OCC_Medial__INS_Posterior,1.582676282,1.667029295,1.914644489,1.905370651
FRO_Prefrontal__OCC_Lateral,1.590164429,1.868866973,1.682860864,1.715017071
PAR__THL_Hypothalamus,1.597687221,1.582676282,1.545739824,1.332903145
THL_Hypothalamus__BG_CaudoPutamen,1.605245112,1.567802138,1.516770658,1.567802138
TEM_Medial__PAR,1.612838567,1.789950169,2.203540027,1.747862319
TEM_Superior__TEM_Hippocampus,1.620468057,2.031007376,1.84208452,3.147334871
OLF_Piriform__TEM_Amygdala,1.628134062,1.952361327,1.124046822,1.066316733
OCC_Medial__TEM_Amygdala,1.635837074,1.531192685,1.474224877,1.620468057
CIN_Anterior__INS_Posterior,1.64357759,1.398823996,1.23811154,1.46723515
FRO_Premotor__TEM_Amygdala,1.651356118,1.502470655,1.620468057,1.560415271
TEM_Superior__BG_CaudoPutamen,1.659173177,1.488289692,1.815786207,3.026120319
TEM_Superior__OCC_Lateral,1.667029295,1.590164429,1.612838567,2.429915084
FRO_Precentral__TEM_Superior,1.674925007,1.64357759,1.731351098,1.877906038
INS_Posterior__BG_Pallidum,1.682860864,1.313571193,1.674925007,1.189332534
OLF_Piriform__FRO_Prefrontal,1.690837424,1.425873141,0.993319083,1.094999442
INS_Posterior__OCC_Medial,1.698855255,1.651356118,1.89615694,1.398823996
FRO_Premotor__TEM_Medial,1.70691494,1.971607495,1.850957089,1.756185989
CIN_Posterior__TEM_Superior,1.715017071,1.412297657,1.824499897,2.486342236
TEM_Medial__BG_CaudoPutamen,1.723162251,1.682860864,1.923979446,2.020927154
THL_Hypothalamus__THL_Thalamus,1.731351098,1.112382887,1.250490298,1.952361327
FRO_Prefrontal__OCC_Medial,1.73958424,2.192069512,2.041162738,2.203540027
CIN_Anterior__TEM_Amygdala,1.747862319,1.715017071,1.313571193,2.061704406
THL_Thalamus__INS_Posterior,1.756185989,1.798512109,2.336985436,2.262472792
OCC_Lateral__TEM_Superior,1.76455592,2.020927154,1.723162251,2.349843876
INS_Posterior__FRO_Premotor,1.772972793,1.635837074,1.582676282,1.026738728
TEM_Hippocampus__CIN_Posterior,1.781437306,1.76455592,1.64357759,1.70691494
FRO_Prefrontal__TEM_Amygdala,1.789950169,1.597687221,1.667029295,1.481242943
BG_CaudoPutamen__THL_Hypothalamus,1.798512109,1.756185989,1.772972793,1.538450418
THL_Thalamus__TEM_Amygdala,1.807123869,1.73958424,1.789950169,1.824499897
CIN_Anterior__TEM_Medial,1.815786207,2.25046799,1.412297657,1.991124117
FRO_Precentral__TEM_Amygdala,1.824499897,1.453339347,1.715017071,1.523966228
TEM_Superior__OCC_Medial,1.833265732,1.275480015,1.94283681,3.173252009
TEM_Amygdala__BG_Pallidum,1.84208452,1.495365476,1.690837424,1.516770658
TEM_Medial__TEM_Amygdala,1.850957089,1.365570061,1.991124117,1.339391155
FRO_Premotor__INS_Posterior,1.859884285,1.332903145,1.481242943,1.23811154
TEM_Hippocampus__THL_Thalamus,1.868866973,2.238574651,2.25046799,2.817005117
CIN_Posterior__FRO_Premotor,1.877906038,2.11447429,1.46723515,1.250490298
PAR__TEM_Superior,1.887002385,2.286826671,2.530449306,3.254878156
OCC_Lateral__FRO_Premotor,1.89615694,1.991124117,1.419072522,1.183314764
FRO_Precentral__TEM_Medial,1.905370651,1.905370651,1.833265732,1.612838567
OLF_Anterior__FRO_Prefrontal,1.914644489,1.815786207,1.077747257,0.811452431
FRO_Premotor__CIN_Posterior,1.923979446,2.147170355,2.169427334,1.64357759
INS_Posterior__THL_Thalamus,1.933376539,1.914644489,2.576232039,1.651356118
CIN_Posterior__BG_Pallidum,1.94283681,1.628134062,1.605245112,1.659173177
OCC_Medial__TEM_Superior,1.952361327,1.772972793,2.324257436,3.792877871
FRO_Prefrontal__THL_Thalamus,1.961951182,2.607757188,2.725222302,2.779414242
PAR__TEM_Amygdala,1.971607495,2.010920733,2.2267904,2.000986811
TEM_Hippocampus__OCC_Medial,1.981331414,2.103752358,2.125283453,2.336985436
OCC_Lateral__BG_Pallidum,1.991124117,1.523966228,1.531192685,1.545739824
FRO_Prefrontal__PAR,2.000986811,2.2267904,2.180699292,1.781437306
FRO_Premotor__TEM_Hippocampus,2.010920733,2.349843876,2.299180896,2.2267904
CIN_Anterior__CIN_Posterior,2.020927154,2.429915084,1.635837074,1.89615694
FRO_Prefrontal__OLF_Anterior,2.031007376,1.933376539,1.141658354,0.8955744
TEM_Amygdala__BG_Accumbens,2.041162738,1.659173177,1.952361327,0.61977192
CIN_Posterior__FRO_Precentral,2.051394611,2.000986811,2.051394611,1.502470655
CIN_Posterior__FRO_Prefrontal,2.061704406,2.416204971,2.402645625,2.274591509
INS_Posterior__BG_CaudoPutamen,2.07209357,1.887002385,2.515567563,1.76455592
FRO_Premotor__OCC_Lateral,2.082563591,2.041162738,2.020927154,1.73958424
TEM_Superior__THL_Thalamus,2.093115997,1.553061305,2.673437798,4.329689913
TEM_Medial__CIN_Posterior,2.103752358,1.961951182,2.07209357,1.582676282
OCC_Lateral__FRO_Precentral,2.11447429,1.89615694,1.971607495,1.412297657
OCC_Lateral__FRO_Prefrontal,2.125283453,2.311656886,2.274591509,2.093115997
FRO_Precentral__FRO_Prefrontal,2.136181556,2.560776179,2.311656886,1.798512109
FRO_Precentral__INS_Posterior,2.147170355,1.575222331,2.082563591,1.326437312
INS_Posterior__FRO_Precentral,2.158251661,1.674925007,2.192069512,1.460273418
CIN_Anterior__TEM_Hippocampus,2.169427334,2.576232039,1.70691494,2.725222302
CIN_Posterior__CIN_Anterior,2.180699292,2.389233347,1.425873141,1.94283681
OCC_Lateral__CIN_Anterior,2.192069512,2.262472792,1.378799298,1.859884285
BG_Accumbens__THL_Hypothalamus,2.203540027,1.850957089,2.061704406,0.837488517
CIN_Anterior__OCC_Lateral,2.215112935,2.324257436,1.509605593,1.961951182
OCC_Medial__FRO_Premotor,2.2267904,2.515567563,1.859884285,1.698855255
TEM_Medial__THL_Thalamus,2.238574651,2.136181556,2.761067684,2.707704936
TEM_Amygdala__BG_CaudoPutamen,2.25046799,2.169427334,2.545517094,2.324257436
THL_Thalamus__TEM_Superior,2.262472792,1.877906038,2.743006872,4.499110462
PAR__TEM_Medial,2.274591509,2.690446167,2.591890388,2.673437798
BG_CaudoPutamen__TEM_Amygdala,2.286826671,2.299180896,2.623838669,2.457803116
CIN_Posterior__PAR,2.299180896,2.591890388,2.707704936,2.11447429
FRO_Precentral__CIN_Posterior,2.311656886,2.051394611,2.147170355,1.553061305
PAR__FRO_Prefrontal,2.324257436,3.097253263,3.283495688,2.959236076
FRO_Premotor__OCC_Medial,2.336985436,2.375964569,2.443779804,2.238574651
FRO_Prefrontal__FRO_Precentral,2.349843876,3.226989866,2.103752358,1.43955287
OCC_Lateral__PAR,2.362835852,2.471989159,2.560776179,1.914644489
INS_Posterior__PAR,2.375964569,2.082563591,2.836271061,1.971607495
TEM_Hippocampus__OCC_Lateral,2.389233347,2.656672009,2.798056543,2.515567563
OCC_Medial__BG_Pallidum,2.402645625,1.859884285,2.031007376,2.362835852
FRO_Premotor__BG_Pallidum,2.416204971,1.84208452,2.238574651,2.215112935
FRO_Precentral__TEM_Hippocampus,2.429915084,2.180699292,2.286826671,2.07209357
CIN_Anterior__OCC_Medial,2.443779804,2.640141341,1.807123869,2.743006872
PAR__INS_Posterior,2.457803116,2.158251661,2.916752864,2.125283453
FRO_Precentral__OCC_Lateral,2.471989159,1.923979446,2.010920733,1.605245112
CIN_Posterior__TEM_Medial,2.486342236,2.336985436,2.486342236,2.010920733
THL_Thalamus__FRO_Premotor,2.50086682,2.855866084,2.262472792,1.850957089
CIN_Posterior__TEM_Hippocampus,2.515567563,2.50086682,2.375964569,2.761067684
TEM_Medial__OCC_Medial,2.530449306,2.457803116,2.690446167,2.169427334
OCC_Medial__FRO_Precentral,2.545517094,2.402645625,2.607757188,1.981331414
OCC_Medial__FRO_Prefrontal,2.560776179,2.875802551,2.937795198,3.226989866
CIN_Posterior__BG_CaudoPutamen,2.576232039,2.362835852,2.362835852,2.545517094
OCC_Lateral__BG_CaudoPutamen,2.591890388,2.215112935,2.215112935,2.389233347
OCC_Medial__CIN_Anterior,2.607757188,2.817005117,1.781437306,2.855866084
CIN_Anterior__BG_Pallidum,2.623838669,2.061704406,1.651356118,2.981092003
PAR__CIN_Posterior,2.640141341,2.981092003,3.049331295,2.530449306
FRO_Prefrontal__BG_Pallidum,2.656672009,1.94283681,2.349843876,1.933376539
THL_Thalamus__BG_Pallidum,2.673437798,2.093115997,2.471989159,2.656672009
FRO_Premotor__FRO_Prefrontal,2.690446167,3.943067109,2.389233347,1.84208452
THL_Thalamus__TEM_Medial,2.707704936,3.049331295,2.855866084,3.406138157
FRO_Precentral__BG_Pallidum,2.725222302,1.781437306,2.416204971,2.136181556
FRO_Precentral__OCC_Medial,2.743006872,2.274591509,2.429915084,2.082563591
FRO_Prefrontal__FRO_Premotor,2.761067684,4.702142036,3.073034704,2.591890388
PAR__CIN_Anterior,2.779414242,3.003380525,2.11447429,2.623838669
PAR__TEM_Hippocampus,2.798056543,3.34308677,3.226989866,3.703468822
OCC_Medial__PAR,2.817005117,3.374153852,3.473097568,3.003380525
FRO_Premotor__THL_Thalamus,2.836271061,2.896093533,3.439098033,2.798056543
THL_Thalamus__FRO_Precentral,2.855866084,2.707704936,3.122011292,2.375964569
THL_Thalamus__FRO_Prefrontal,2.875802551,3.84059457,3.998326733,4.056676129
PAR__OCC_Lateral,2.896093533,2.761067684,2.779414242,2.640141341
CIN_Anterior__PAR,2.916752864,2.673437798,1.961951182,2.103752358
THL_Thalamus__CIN_Anterior,2.937795198,3.62102268,2.136181556,3.312883639
CIN_Anterior__THL_Thalamus,2.959236076,3.703468822,2.50086682,3.473097568
BG_Accumbens__TEM_Amygdala,2.981092003,2.443779804,2.959236076,0.629626587
TEM_Medial__OCC_Lateral,3.003380525,3.283495688,3.747227991,3.34308677
OCC_Medial__TEM_Medial,3.026120319,2.959236076,3.406138157,2.875802551
OCC_Medial__TEM_Hippocampus,3.049331295,3.199792845,3.026120319,4.184216991
OCC_Medial__BG_CaudoPutamen,3.073034704,2.798056543,2.896093533,3.943067109
FRO_Premotor__BG_CaudoPutamen,3.097253263,2.779414242,3.374153852,3.661445832
FRO_Precentral__CIN_Anterior,3.122011292,3.073034704,2.158251661,1.597687221
THL_Hypothalamus__TEM_Amygdala,3.147334871,3.026120319,3.173252009,2.916752864
THL_Thalamus__PAR,3.173252009,4.499110462,4.955811781,3.582078465
FRO_Prefrontal__CIN_Anterior,3.199792845,3.747227991,3.097253263,2.299180896
PAR__BG_Pallidum,3.226989866,2.530449306,3.003380525,2.937795198
OCC_Lateral__TEM_Hippocampus,3.254878156,3.890579988,4.118490317,3.84059457
PAR__OCC_Medial,3.283495688,3.50820737,3.582078465,3.747227991
CIN_Anterior__FRO_Prefrontal,3.312883639,3.312883639,3.147334871,2.402645625
THL_Thalamus__CIN_Posterior,3.34308677,3.544505483,3.661445832,3.199792845
PAR__FRO_Premotor,3.374153852,3.473097568,2.817005117,2.286826671
OCC_Lateral__CIN_Posterior,3.406138157,2.725222302,2.981092003,2.576232039
FRO_Precentral__THL_Thalamus,3.439098033,2.743006872,3.34308677,2.607757188
CIN_Anterior__BG_CaudoPutamen,3.473097568,3.254878156,2.457803116,5.807803699
CIN_Anterior__FRO_Precentral,3.50820737,3.582078465,2.656672009,1.690837424
OCC_Lateral__TEM_Medial,3.544505483,4.184216991,4.595601778,4.118490317
THL_Thalamus__TEM_Hippocampus,3.582078465,4.254396605,3.943067109,5.111138043
FRO_Premotor__PAR,3.62102268,2.486342236,2.640141341,1.789950169
CIN_Posterior__THL_Thalamus,3.661445832,3.439098033,3.50820737,3.50820737
CIN_Posterior__OCC_Lateral,3.703468822,2.937795198,3.312883639,2.896093533
FRO_Prefrontal__BG_CaudoPutamen,3.747227991,2.916752864,3.544505483,3.122011292
TEM_Amygdala__THL_Hypothalamus,3.792877871,3.661445832,3.84059457,3.544505483
THL_Thalamus__BG_CaudoPutamen,3.84059457,3.406138157,3.890579988,4.821103424
THL_Thalamus__OCC_Lateral,3.890579988,3.173252009,3.199792845,3.374153852
OCC_Lateral__THL_Thalamus,3.943067109,3.122011292,3.254878156,3.097253263
FRO_Precentral__BG_CaudoPutamen,3.998326733,2.623838669,3.62102268,3.439098033
FRO_Precentral__FRO_Premotor,4.056676129,3.998326733,2.875802551,2.147170355
BG_CaudoPutamen__BG_Pallidum,4.118490317,2.836271061,3.792877871,3.62102268
TEM_Hippocampus__TEM_Medial,4.184216991,4.955811781,5.111138043,4.702142036
PAR__THL_Thalamus,4.254396605,6.214438887,6.214438887,4.955811781
CIN_Posterior__OCC_Medial,4.329689913,4.118490317,4.410916553,4.254396605
THL_Thalamus__OCC_Medial,4.410916553,4.410916553,4.184216991,5.294633801
OCC_Medial__CIN_Posterior,4.499110462,4.329689913,4.821103424,4.410916553
OCC_Lateral__OCC_Medial,4.595601778,4.056676129,4.499110462,3.890579988
FRO_Premotor__FRO_Precentral,4.702142036,4.595601778,3.703468822,2.836271061
FRO_Premotor__CIN_Anterior,4.821103424,5.518950176,4.254396605,3.049331295
CIN_Anterior__FRO_Premotor,4.955811781,5.807803699,4.329689913,3.073034704
FRO_Precentral__PAR,5.111138043,3.147334871,4.056676129,3.283495688
PAR__BG_CaudoPutamen,5.294633801,5.294633801,5.807803699,5.518950176
OCC_Medial__THL_Thalamus,5.518950176,5.111138043,5.294633801,6.214438887
OCC_Medial__OCC_Lateral,5.807803699,4.821103424,5.518950176,4.595601778
PAR__FRO_Precentral,6.214438887,3.792877871,4.702142036,3.998326733
TEM_Medial__TEM_Hippocampus,6.908754779,6.908754779,6.908754779,6.908754779
